filename,score
World Nuclear::the-world-energy-congress-talks-nuclear.txt,0.9961040616035461
World Nuclear::today-europe-has-a-window-of-opportunity-to-make.txt,-0.994434654712677
World Nuclear::tripling-global-nuclear-energy-by-2050-within-reach-if-governments-act-now.txt,0.0012965500354766846
World Nuclear::tripling-nuclear-energy-highlighted-at-world-utilities-congress-2025.txt,0.9957352876663208
World Nuclear::uae-and-south-korea-celebrate-completion-of-baraka.txt,0.9974431991577148
World Nuclear::un-body-hosts-discussion-on-nuclears-vital-role.txt,0.9973581731319427
World Nuclear::wano-and-world-nuclear-association-launch-new-part.txt,0.9955590665340424
World Nuclear::wano-biennial-general-meeting-and-iync-biennial-conference.txt,0.9983327984809875
World Nuclear::willingness-to-explore-the-facts-about-nuclear-ene.txt,0.9867693185806274
World Nuclear::wna-comments-on-iea-weo-2023.txt,0.991565078496933
World Nuclear::wna-welcomes-new-iaea-director-general.txt,0.999649167060852
World Nuclear::working-groups-in-action-january-2026-highlights.txt,0.9902592897415161
World Nuclear::working-groups-where-members-shape-the-future-of-nuclear-energy.txt,0.9993940591812134
World Nuclear::world-bank-shifts-policy-to-fund-nuclear-energy-projects.txt,0.9910310506820679
World Nuclear::world-bank-should-support-all-clean-energy-technol.txt,-0.9693844318389893
World Nuclear::world-energy-congress-world-nuclear-association-di.txt,0.9865270256996155
World Nuclear::world-nuclear-association-and-net-zero-nuclear-initiative-land-in-baku-for-cop29.txt,0.9901538491249084
World Nuclear::world-nuclear-association-and-the-asean-centre-for.txt,0.9996497631072998
World Nuclear::world-nuclear-association-and-the-oecd-nuclear-ene.txt,0.9993129968643188
World Nuclear::world-nuclear-association-and-women-in-nuclear-str.txt,0.9978201389312744
World Nuclear::world-nuclear-association-announces-new-board-memb.txt,0.9987671375274658
World Nuclear::world-nuclear-association-announces-new-board-members-14-april-2025.txt,0.9958145320415497
World Nuclear::world-nuclear-association-appoints-new-director-ge.txt,0.9910476505756378
